,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,0,0.1,1,0.1.1,1.1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2017-08-25 12:20:00,4.1566625,4.1567297,4.1564097,4.1567297,4.1564097,4.1567225,4.1657495,4.1565595,4.1622186,4.1567235,4.166114,4.1563669999999995,4.1567120000000015,4.164544,4.167669,4.166213,4.166739,4.1564612,4.1568117,4.155551999999999,4.157945,4.156782,4.156532,4.156466,4.1673536,4.1567163,4.156706,4.1564917999999995,4.156255000000002,4.1562057,4.156818,4.167251,4.156697,4.1653104,4.1621985,4.156719,4.1634183,4.1567135,4.1566114,4.156478,4.1566896,4.1564309999999995,4.156752,4.156442,4.156751,4.15643,4.1564489999999985,4.156612,4.165878
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2017-08-25 12:22:00,4.156489,4.156536,4.1562715,4.156536,4.1562715,4.156531,4.1652784,4.1563854,4.1641629999999985,4.156531299999998,4.1661980000000005,4.156237,4.156532,4.164157,4.167187,4.1657906,4.1667237,4.156313,4.15661,4.155551999999999,4.1605678,4.1565847,4.156368,4.156315,4.1671476,4.1565275,4.1565227999999985,4.1563360000000005,4.1561785,4.1561093,4.1566133,4.1670375,4.1565185,4.165932,4.1624517,4.156528,4.163631,4.1565356,4.156425,4.1563253,4.156505,4.156318,4.1565604,4.156296,4.1565566,4.156287,4.1563015,4.1564483999999995,4.1657987
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2017-08-25 12:24:00,4.156353,4.1563864,4.1561646,4.1563864,4.1561646,4.1563826,4.1647050000000005,4.156254,4.1649194,4.156383,4.1659193,4.1561365,4.1563907,4.1636586000000015,4.166604,4.165221,4.166487999999998,4.156199,4.156453,4.155551999999999,4.1624846,4.1564309999999995,4.1562366000000015,4.1561985,4.1668224,4.1563807,4.15638,4.1562160000000015,4.1561127,4.1560326000000005,4.1564765,4.1666765,4.1563787,4.165991,4.162339,4.1563807,4.1634583,4.1563954,4.1562834,4.1562076,4.1563616,4.1562247,4.156411,4.156182299999998,4.156406,4.1561766,4.156187999999998,4.156319600000001,4.165419
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2017-08-25 12:26:00,4.1562443,4.1562686,4.15608,4.1562686,4.15608,4.1562657,4.164125,4.156151,4.165044,4.1562667,4.1654882,4.1560564,4.1562777,4.1631417,4.1660010000000005,4.164624,4.1661515,4.1561017,4.156329,4.155551999999999,4.1633330000000015,4.1563099999999995,4.156601,4.1561069999999996,4.1664524,4.156265,4.1562660000000005,4.156122,4.156056,4.155971,4.156933,4.1662349999999995,4.1562667,4.165817,4.1620517,4.156265,4.1631165,4.1562834,4.156173,4.156115,4.1562480000000015,4.156146499999998,4.156293,4.156093,4.1562867,4.15609,4.156099,4.156216000000001,4.1649294
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2017-08-25 12:28:00,4.156156,4.1561737,4.1560120000000005,4.1561737,4.1560120000000005,4.1561713,4.163575,4.1560698,4.1648693,4.156159,4.165006,4.1559919999999995,4.156186,4.1626434,4.165414,4.1640472,4.1657557,4.1562934,4.156229,4.155551999999999,4.163543,4.1562123,4.1581216,4.156034,4.166052,4.156172,4.1561747,4.1560473,4.156007,4.1559205000000015,4.158623,4.1657543,4.1561766,4.165536,4.1616945,4.1561704,4.162714,4.156192,4.1560864,4.156041,4.1561565,4.1560809999999995,4.1561975,4.156022,4.1561910000000015,4.1560197,4.1560273,4.156132,4.164414
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2017-08-25 12:30:00,4.1560836000000005,4.15609,4.1559563,4.15609,4.1559563,4.156095,4.1630683,4.156004,4.1645603,4.1563754,4.1645207000000015,4.1559396,4.156111,4.1621776,4.1648593,4.163508,4.1653285,4.157369999999999,4.1561474999999986,4.155551999999999,4.1634410000000015,4.156132,4.1598644,4.1559744,4.165628,4.1560955,4.156099299999998,4.1559862999999995,4.1559644,4.1558785,4.1605287,4.1652646,4.156102,4.1651945,4.161324,4.156084,4.1623015,4.156117,4.1560169999999985,4.155981,4.156082,4.156026,4.15612,4.155964,4.1561127,4.155963,4.155968700000002,4.1560626,4.1639104
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2017-08-25 12:32:00,4.1560235,4.1561155,4.155906,4.1561155,4.155906,4.1560315999999995,4.162606200000001,4.15595,4.164197,4.1574893,4.1640525,4.1558957,4.1560483,4.1617513,4.1643405,4.163012,4.1648903,4.158789,4.15608,4.155551999999999,4.163193,4.156066,4.1609488,4.1559258,4.1651926,4.1560326000000005,4.1560373,4.155936,4.155926999999998,4.1558433,4.161672,4.164784,4.15604,4.1648192,4.1609690000000015,4.156059,4.161905,4.156054,4.1559599999999985,4.1559315,4.1560206,4.155978,4.156055,4.155916,4.156048,4.1559156999999995,4.155921,4.1560054,4.163432
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2017-08-25 12:34:00,4.1559734,4.1567254,4.1559157,4.1567254,4.1559157,4.1559787,4.16219,4.1559052,4.1638193,4.1590548,4.163608999999999,4.1558589999999995,4.155996,4.1613674,4.1638575,4.1625614,4.164456,4.1598115,4.156023,4.155551999999999,4.1628823,4.1560106,4.1614385,4.1558847000000005,4.1647573,4.1559800000000005,4.155985,4.155894,4.1558943,4.1558137,4.162133,4.1643205000000005,4.155988,4.16443,4.16064,4.1565094,4.1615367,4.1560016000000015,4.1559134,4.15589,4.155969,4.1559377,4.156001,4.155876,4.1559940000000015,4.155876,4.1558805,4.1559567,4.1629853
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2017-08-25 12:36:00,4.1559305,4.1580377,4.156327,4.1580377,4.156327,4.155933999999999,4.161817,4.155868,4.1634464,4.1601940000000015,4.1631927000000015,4.155828,4.155951,4.161023999999999,4.1634226000000005,4.162158,4.1640324999999985,4.1603650000000005,4.155975,4.155551999999999,4.1625510000000014,4.155964,4.1615734,4.1558504,4.164329,4.155936,4.1559405,4.155858,4.1558657,4.1557884,4.1622186,4.1638784,4.1559443,4.164041,4.160336,4.1577053,4.161201,4.1559567,4.1558743,4.1558547,4.1559258,4.1559023999999996,4.1559553,4.1558423,4.155948,4.155843,4.1558466,4.1559156999999995,4.162573
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2017-08-25 12:38:00,4.155894,4.1593122000000005,4.1572375,4.1593122000000005,4.1572375,4.1558957,4.1614842,4.155836,4.163087,4.160779499999999,4.1628046,4.1558013,4.155913,4.160717,4.165706,4.1618,4.1636252,4.160598,4.1559339999999985,4.155551999999999,4.162223,4.155924,4.1615224,4.1558209999999995,4.164984,4.1558976,4.155903,4.1558266,4.1558404000000015,4.1557665,4.162118,4.163460700000001,4.1559067,4.163661,4.160054,4.1590157,4.160896299999999,4.155918,4.1558414,4.155825,4.155889,4.1558720000000005,4.155916,4.155814,4.155915,4.1558146,4.155818,4.1558805,4.162197
