# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-06-15 17:25:32 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08068325 Willow Ck nr Tomball, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08068325
#            TS   parameter     Description
#        140290       00060     Discharge, cubic feet per second
#        140291       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	140290_00060	140290_00060_cd	140291_00065	140291_00065_cd
USGS	08068325	2017-04-01 07:45	CDT	9.57	A	112.73	A
USGS	08068325	2017-04-01 08:00	CDT	9.57	A	112.73	A
USGS	08068325	2017-04-01 08:15	CDT	9.57	A	112.73	A
USGS	08068325	2017-04-01 08:30	CDT	9.57	A	112.73	A
USGS	08068325	2017-04-01 08:45	CDT	9.57	A	112.73	A
USGS	08068325	2017-04-01 09:00	CDT	9.57	A	112.73	A
USGS	08068325	2017-04-01 09:15	CDT	9.57	A	112.73	A
USGS	08068325	2017-04-01 09:30	CDT	9.58	A	112.73	A
USGS	08068325	2017-04-01 09:45	CDT	9.58	A	112.73	A
USGS	08068325	2017-04-01 10:00	CDT	9.58	A	112.73	A
USGS	08068325	2017-04-01 10:15	CDT	9.58	A	112.73	A
USGS	08068325	2017-04-01 10:30	CDT	9.58	A	112.73	A
USGS	08068325	2017-04-01 10:45	CDT	9.58	A	112.73	A
USGS	08068325	2017-04-01 11:00	CDT	9.58	A	112.73	A
USGS	08068325	2017-04-01 11:15	CDT	9.58	A	112.73	A
USGS	08068325	2017-04-01 11:30	CDT	9.58	A	112.73	A
USGS	08068325	2017-04-01 11:45	CDT	9.38	A	112.72	A
USGS	08068325	2017-04-01 12:00	CDT	9.59	A	112.73	A
USGS	08068325	2017-04-01 12:15	CDT	9.38	A	112.72	A
USGS	08068325	2017-04-01 12:30	CDT	9.59	A	112.73	A
USGS	08068325	2017-04-01 12:45	CDT	9.59	A	112.73	A
USGS	08068325	2017-04-01 13:00	CDT	9.59	A	112.73	A
USGS	08068325	2017-04-01 13:15	CDT	9.59	A	112.73	A
USGS	08068325	2017-04-01 13:30	CDT	9.39	A	112.72	A
USGS	08068325	2017-04-01 13:45	CDT	9.39	A	112.72	A
USGS	08068325	2017-04-01 14:00	CDT	9.19	A	112.71	A
USGS	08068325	2017-04-01 14:15	CDT	9.19	A	112.71	A
USGS	08068325	2017-04-01 14:30	CDT	9.00	A	112.70	A
USGS	08068325	2017-04-01 14:45	CDT	9.00	A	112.70	A
USGS	08068325	2017-04-01 15:00	CDT	9.00	A	112.70	A
USGS	08068325	2017-04-01 15:15	CDT	8.81	A	112.69	A
USGS	08068325	2017-04-01 15:30	CDT	8.62	A	112.68	A
USGS	08068325	2017-04-01 15:45	CDT	8.62	A	112.68	A
USGS	08068325	2017-04-01 16:00	CDT	8.44	A	112.67	A
USGS	08068325	2017-04-01 16:15	CDT	8.44	A	112.67	A
USGS	08068325	2017-04-01 16:30	CDT	8.26	A	112.66	A
USGS	08068325	2017-04-01 16:45	CDT	8.26	A	112.66	A
USGS	08068325	2017-04-01 17:00	CDT	8.26	A	112.66	A
USGS	08068325	2017-04-01 17:15	CDT	8.08	A	112.65	A
USGS	08068325	2017-04-01 17:30	CDT	8.08	A	112.65	A
USGS	08068325	2017-04-01 17:45	CDT	8.08	A	112.65	A
USGS	08068325	2017-04-01 18:00	CDT	8.08	A	112.65	A
USGS	08068325	2017-04-01 18:15	CDT	7.90	A	112.64	A
USGS	08068325	2017-04-01 18:30	CDT	7.90	A	112.64	A
USGS	08068325	2017-04-01 18:45	CDT	7.90	A	112.65	A
USGS	08068325	2017-04-01 19:00	CDT	7.91	A	112.65	A
USGS	08068325	2017-04-01 19:15	CDT	7.73	A	112.64	A
USGS	08068325	2017-04-01 19:30	CDT	7.73	A	112.64	A
USGS	08068325	2017-04-01 19:45	CDT	7.56	A	112.63	A
USGS	08068325	2017-04-01 20:00	CDT	7.56	A	112.63	A
USGS	08068325	2017-04-01 20:15	CDT	7.56	A	112.63	A
USGS	08068325	2017-04-01 20:30	CDT	7.39	A	112.62	A
USGS	08068325	2017-04-01 20:45	CDT	7.40	A	112.62	A
USGS	08068325	2017-04-01 21:00	CDT	7.40	A	112.62	A
USGS	08068325	2017-04-01 21:15	CDT	7.23	A	112.61	A
USGS	08068325	2017-04-01 21:30	CDT	7.23	A	112.61	A
USGS	08068325	2017-04-01 21:45	CDT	7.23	A	112.61	A
USGS	08068325	2017-04-01 22:00	CDT	7.23	A	112.61	A
USGS	08068325	2017-04-01 22:15	CDT	7.07	A	112.60	A
USGS	08068325	2017-04-01 22:30	CDT	6.91	A	112.59	A
USGS	08068325	2017-04-01 22:45	CDT	6.91	A	112.59	A
USGS	08068325	2017-04-01 23:00	CDT	6.91	A	112.59	A
USGS	08068325	2017-04-01 23:15	CDT	6.75	A	112.58	A
USGS	08068325	2017-04-01 23:30	CDT	6.75	A	112.58	A
USGS	08068325	2017-04-01 23:45	CDT	6.75	A	112.58	A
USGS	08068325	2017-04-02 00:00	CDT	6.75	A	112.58	A
USGS	08068325	2017-04-02 00:15	CDT	6.75	A	112.58	A
USGS	08068325	2017-04-02 00:30	CDT	6.60	A	112.57	A
USGS	08068325	2017-04-02 00:45	CDT	6.60	A	112.57	A
USGS	08068325	2017-04-02 01:00	CDT	6.60	A	112.57	A
USGS	08068325	2017-04-02 01:15	CDT	6.60	A	112.57	A
USGS	08068325	2017-04-02 01:30	CDT	6.45	A	112.56	A
USGS	08068325	2017-04-02 01:45	CDT	6.45	A	112.56	A
USGS	08068325	2017-04-02 02:00	CDT	6.45	A	112.56	A
USGS	08068325	2017-04-02 02:15	CDT	6.45	A	112.56	A
USGS	08068325	2017-04-02 02:30	CDT	6.45	A	112.56	A
USGS	08068325	2017-04-02 02:45	CDT	6.45	A	112.56	A
USGS	08068325	2017-04-02 03:00	CDT	6.45	A	112.56	A
USGS	08068325	2017-04-02 03:15	CDT	6.30	A	112.55	A
USGS	08068325	2017-04-02 03:30	CDT	6.30	A	112.55	A
USGS	08068325	2017-04-02 03:45	CDT	6.30	A	112.55	A
USGS	08068325	2017-04-02 04:00	CDT	6.30	A	112.55	A
USGS	08068325	2017-04-02 04:15	CDT	6.30	A	112.55	A
USGS	08068325	2017-04-02 04:30	CDT	6.30	A	112.55	A
USGS	08068325	2017-04-02 04:45	CDT	6.30	A	112.55	A
USGS	08068325	2017-04-02 05:00	CDT	6.31	A	112.55	A
USGS	08068325	2017-04-02 05:15	CDT	6.31	A	112.55	A
USGS	08068325	2017-04-02 05:30	CDT	6.16	A	112.54	A
USGS	08068325	2017-04-02 05:45	CDT	6.16	A	112.54	A
USGS	08068325	2017-04-02 06:00	CDT	6.16	A	112.54	A
USGS	08068325	2017-04-02 06:15	CDT	6.16	A	112.54	A
USGS	08068325	2017-04-02 06:30	CDT	6.16	A	112.54	A
USGS	08068325	2017-04-02 06:45	CDT	6.01	A	112.53	A
USGS	08068325	2017-04-02 07:00	CDT	6.16	A	112.54	A
USGS	08068325	2017-04-02 07:15	CDT	6.16	A	112.54	A
USGS	08068325	2017-04-02 07:30	CDT	6.02	A	112.53	A
USGS	08068325	2017-04-02 07:45	CDT	6.02	A	112.53	A
USGS	08068325	2017-04-02 08:00	CDT	6.17	A	112.54	A
USGS	08068325	2017-04-02 08:15	CDT	6.17	A	112.54	A
USGS	08068325	2017-04-02 08:30	CDT	6.17	A	112.54	A
USGS	08068325	2017-04-02 08:45	CDT	6.17	A	112.54	A
USGS	08068325	2017-04-02 09:00	CDT	6.32	A	112.55	A
USGS	08068325	2017-04-02 09:15	CDT	6.47	A	112.56	A
USGS	08068325	2017-04-02 09:30	CDT	6.78	A	112.58	A
USGS	08068325	2017-04-02 09:45	CDT	6.94	A	112.59	A
USGS	08068325	2017-04-02 10:00	CDT	7.27	A	112.61	A
USGS	08068325	2017-04-02 10:15	CDT	7.44	A	112.62	A
USGS	08068325	2017-04-02 10:30	CDT	7.61	A	112.63	A
USGS	08068325	2017-04-02 10:45	CDT	7.78	A	112.64	A
USGS	08068325	2017-04-02 11:00	CDT	8.32	A	112.67	A
USGS	08068325	2017-04-02 11:15	CDT	8.88	A	112.70	A
USGS	08068325	2017-04-02 11:30	CDT	9.47	A	112.73	A
USGS	08068325	2017-04-02 11:45	CDT	9.88	A	112.75	A
USGS	08068325	2017-04-02 12:00	CDT	10.3	A	112.77	A
USGS	08068325	2017-04-02 12:15	CDT	10.7	A	112.79	A
USGS	08068325	2017-04-02 12:30	CDT	11.2	A	112.81	A
USGS	08068325	2017-04-02 12:45	CDT	11.4	A	112.82	A
USGS	08068325	2017-04-02 13:00	CDT	11.6	A	112.83	A
USGS	08068325	2017-04-02 13:15	CDT	12.1	A	112.85	A
USGS	08068325	2017-04-02 13:30	CDT	12.5	A	112.87	A
USGS	08068325	2017-04-02 13:45	CDT	13.0	A	112.89	A
USGS	08068325	2017-04-02 14:00	CDT	13.5	A	112.91	A
USGS	08068325	2017-04-02 14:15	CDT	14.5	A	112.95	A
USGS	08068325	2017-04-02 14:30	CDT	15.8	A	113.00	A
USGS	08068325	2017-04-02 14:45	CDT	16.9	A	113.04	A
USGS	08068325	2017-04-02 15:00	CDT	18.7	A	113.10	A
USGS	08068325	2017-04-02 15:15	CDT	20.3	A	113.15	A
USGS	08068325	2017-04-02 15:30	CDT	22.0	A	113.20	A
USGS	08068325	2017-04-02 15:45	CDT	23.1	A	113.23	A
USGS	08068325	2017-04-02 16:00	CDT	24.2	A	113.26	A
USGS	08068325	2017-04-02 16:15	CDT	24.9	A	113.28	A
USGS	08068325	2017-04-02 16:30	CDT	26.1	A	113.31	A
USGS	08068325	2017-04-02 16:45	CDT	26.5	A	113.32	A
USGS	08068325	2017-04-02 17:00	CDT	26.5	A	113.32	A
USGS	08068325	2017-04-02 17:15	CDT	26.9	A	113.33	A
USGS	08068325	2017-04-02 17:30	CDT	26.5	A	113.32	A
USGS	08068325	2017-04-02 17:45	CDT	26.5	A	113.32	A
USGS	08068325	2017-04-02 18:00	CDT	26.5	A	113.32	A
USGS	08068325	2017-04-02 18:15	CDT	26.1	A	113.31	A
USGS	08068325	2017-04-02 18:30	CDT	25.7	A	113.30	A
USGS	08068325	2017-04-02 18:45	CDT	25.3	A	113.29	A
USGS	08068325	2017-04-02 19:00	CDT	25.0	A	113.28	A
USGS	08068325	2017-04-02 19:15	CDT	24.2	A	113.26	A
USGS	08068325	2017-04-02 19:30	CDT	23.8	A	113.25	A
USGS	08068325	2017-04-02 19:45	CDT	23.5	A	113.24	A
USGS	08068325	2017-04-02 20:00	CDT	23.1	A	113.23	A
USGS	08068325	2017-04-02 20:15	CDT	22.7	A	113.22	A
USGS	08068325	2017-04-02 20:30	CDT	22.0	A	113.20	A
USGS	08068325	2017-04-02 20:45	CDT	21.7	A	113.19	A
USGS	08068325	2017-04-02 21:00	CDT	21.0	A	113.17	A
USGS	08068325	2017-04-02 21:15	CDT	20.6	A	113.16	A
USGS	08068325	2017-04-02 21:30	CDT	20.0	A	113.14	A
USGS	08068325	2017-04-02 21:45	CDT	19.3	A	113.12	A
USGS	08068325	2017-04-02 22:00	CDT	19.0	A	113.11	A
USGS	08068325	2017-04-02 22:15	CDT	18.7	A	113.10	A
USGS	08068325	2017-04-02 22:30	CDT	18.1	A	113.08	A
USGS	08068325	2017-04-02 22:45	CDT	17.8	A	113.07	A
USGS	08068325	2017-04-02 23:00	CDT	17.5	A	113.06	A
USGS	08068325	2017-04-02 23:15	CDT	16.9	A	113.04	A
USGS	08068325	2017-04-02 23:30	CDT	16.7	A	113.03	A
USGS	08068325	2017-04-02 23:45	CDT	16.1	A	113.01	A
USGS	08068325	2017-04-03 00:00	CDT	15.8	A	113.00	A
USGS	08068325	2017-04-03 00:15	CDT	15.3	A	112.98	A
USGS	08068325	2017-04-03 00:30	CDT	15.0	A	112.97	A
USGS	08068325	2017-04-03 00:45	CDT	14.8	A	112.96	A
USGS	08068325	2017-04-03 01:00	CDT	14.3	A	112.94	A
USGS	08068325	2017-04-03 01:15	CDT	14.0	A	112.93	A
USGS	08068325	2017-04-03 01:30	CDT	13.8	A	112.92	A
USGS	08068325	2017-04-03 01:45	CDT	13.5	A	112.91	A
USGS	08068325	2017-04-03 02:00	CDT	13.3	A	112.90	A
USGS	08068325	2017-04-03 02:15	CDT	13.0	A	112.89	A
USGS	08068325	2017-04-03 02:30	CDT	12.8	A	112.88	A
USGS	08068325	2017-04-03 02:45	CDT	12.6	A	112.87	A
USGS	08068325	2017-04-03 03:00	CDT	12.6	A	112.87	A
USGS	08068325	2017-04-03 03:15	CDT	12.1	A	112.85	A
USGS	08068325	2017-04-03 03:30	CDT	12.1	A	112.85	A
USGS	08068325	2017-04-03 03:45	CDT	11.9	A	112.84	A
USGS	08068325	2017-04-03 04:00	CDT	11.7	A	112.83	A
USGS	08068325	2017-04-03 04:15	CDT	11.7	A	112.83	A
USGS	08068325	2017-04-03 04:30	CDT	11.5	A	112.82	A
USGS	08068325	2017-04-03 04:45	CDT	11.2	A	112.81	A
USGS	08068325	2017-04-03 05:00	CDT	11.2	A	112.81	A
USGS	08068325	2017-04-03 05:15	CDT	11.0	A	112.80	A
USGS	08068325	2017-04-03 05:30	CDT	10.8	A	112.79	A
USGS	08068325	2017-04-03 05:45	CDT	10.6	A	112.78	A
USGS	08068325	2017-04-03 06:00	CDT	10.6	A	112.78	A
USGS	08068325	2017-04-03 06:15	CDT	10.4	A	112.77	A
USGS	08068325	2017-04-03 06:30	CDT	10.2	A	112.76	A
USGS	08068325	2017-04-03 06:45	CDT	10.2	A	112.76	A
USGS	08068325	2017-04-03 07:00	CDT	9.96	A	112.75	A
USGS	08068325	2017-04-03 07:15	CDT	9.96	A	112.75	A
USGS	08068325	2017-04-03 07:30	CDT	9.76	A	112.74	A
USGS	08068325	2017-04-03 07:45	CDT	9.55	A	112.73	A
USGS	08068325	2017-04-03 08:00	CDT	9.55	A	112.73	A
USGS	08068325	2017-04-03 08:15	CDT	9.55	A	112.73	A
USGS	08068325	2017-04-03 08:30	CDT	9.35	A	112.72	A
USGS	08068325	2017-04-03 08:45	CDT	9.36	A	112.72	A
USGS	08068325	2017-04-03 09:00	CDT	9.16	A	112.71	A
USGS	08068325	2017-04-03 09:15	CDT	9.16	A	112.71	A
USGS	08068325	2017-04-03 09:30	CDT	8.97	A	112.70	A
USGS	08068325	2017-04-03 09:45	CDT	8.78	A	112.69	A
USGS	08068325	2017-04-03 10:00	CDT	8.59	A	112.68	A
USGS	08068325	2017-04-03 10:15	CDT	8.40	A	112.67	A
USGS	08068325	2017-04-03 10:30	CDT	8.22	A	112.66	A
USGS	08068325	2017-04-03 10:45	CDT	8.22	A	112.66	A
USGS	08068325	2017-04-03 11:00	CDT	8.04	A	112.65	A
USGS	08068325	2017-04-03 11:15	CDT	8.04	A	112.65	A
USGS	08068325	2017-04-03 11:30	CDT	7.87	A	112.64	A
USGS	08068325	2017-04-03 11:45	CDT	7.69	A	112.63	A
USGS	08068325	2017-04-03 12:00	CDT	7.69	A	112.63	A
USGS	08068325	2017-04-03 12:15	CDT	7.52	A	112.62	A
USGS	08068325	2017-04-03 12:30	CDT	7.52	A	112.62	A
USGS	08068325	2017-04-03 12:45	CDT	7.36	A	112.61	A
USGS	08068325	2017-04-03 13:00	CDT	7.36	A	112.61	A
USGS	08068325	2017-04-03 13:15	CDT	7.19	A	112.60	A
USGS	08068325	2017-04-03 13:30	CDT	7.19	A	112.60	A
USGS	08068325	2017-04-03 13:45	CDT	7.03	A	112.59	A
USGS	08068325	2017-04-03 14:00	CDT	7.03	A	112.59	A
USGS	08068325	2017-04-03 14:15	CDT	6.87	A	112.58	A
USGS	08068325	2017-04-03 14:30	CDT	6.87	A	112.58	A
USGS	08068325	2017-04-03 14:45	CDT	6.87	A	112.58	A
USGS	08068325	2017-04-03 15:00	CDT	6.87	A	112.58	A
USGS	08068325	2017-04-03 15:15	CDT	6.71	A	112.57	A
USGS	08068325	2017-04-03 15:30	CDT	6.72	A	112.57	A
USGS	08068325	2017-04-03 15:45	CDT	6.72	A	112.57	A
USGS	08068325	2017-04-03 16:00	CDT	6.72	A	112.57	A
USGS	08068325	2017-04-03 16:15	CDT	6.72	A	112.57	A
USGS	08068325	2017-04-03 16:30	CDT	6.72	A	112.57	A
USGS	08068325	2017-04-03 16:45	CDT	6.72	A	112.57	A
USGS	08068325	2017-04-03 17:00	CDT	6.72	A	112.57	A
USGS	08068325	2017-04-03 17:15	CDT	6.72	A	112.57	A
USGS	08068325	2017-04-03 17:30	CDT	6.72	A	112.57	A
USGS	08068325	2017-04-03 17:45	CDT	6.72	A	112.57	A
USGS	08068325	2017-04-03 18:00	CDT	6.88	A	112.58	A
USGS	08068325	2017-04-03 18:15	CDT	6.72	A	112.57	A
USGS	08068325	2017-04-03 18:30	CDT	6.72	A	112.57	A
USGS	08068325	2017-04-03 18:45	CDT	6.73	A	112.57	A
USGS	08068325	2017-04-03 19:00	CDT	6.88	A	112.58	A
USGS	08068325	2017-04-03 19:15	CDT	6.89	A	112.58	A
USGS	08068325	2017-04-03 19:30	CDT	6.89	A	112.58	A
USGS	08068325	2017-04-03 19:45	CDT	6.89	A	112.58	A
USGS	08068325	2017-04-03 20:00	CDT	6.89	A	112.58	A
USGS	08068325	2017-04-03 20:15	CDT	6.89	A	112.58	A
USGS	08068325	2017-04-03 20:30	CDT	6.89	A	112.58	A
USGS	08068325	2017-04-03 20:45	CDT	6.89	A	112.58	A
USGS	08068325	2017-04-03 21:00	CDT	6.89	A	112.58	A
USGS	08068325	2017-04-03 21:15	CDT	6.89	A	112.58	A
USGS	08068325	2017-04-03 21:30	CDT	6.89	A	112.58	A
USGS	08068325	2017-04-03 21:45	CDT	6.73	A	112.57	A
USGS	08068325	2017-04-03 22:00	CDT	6.89	A	112.58	A
USGS	08068325	2017-04-03 22:15	CDT	6.89	A	112.58	A
USGS	08068325	2017-04-03 22:30	CDT	6.90	A	112.58	A
USGS	08068325	2017-04-03 22:45	CDT	6.90	A	112.59	A
USGS	08068325	2017-04-03 23:00	CDT	6.90	A	112.59	A
USGS	08068325	2017-04-03 23:15	CDT	6.90	A	112.59	A
USGS	08068325	2017-04-03 23:30	CDT	6.90	A	112.59	A
USGS	08068325	2017-04-03 23:45	CDT	6.74	A	112.58	A
USGS	08068325	2017-04-04 00:00	CDT	6.74	A	112.58	A
USGS	08068325	2017-04-04 00:15	CDT	6.74	A	112.58	A
USGS	08068325	2017-04-04 00:30	CDT	6.74	A	112.58	A
USGS	08068325	2017-04-04 00:45	CDT	6.59	A	112.57	A
USGS	08068325	2017-04-04 01:00	CDT	6.59	A	112.57	A
USGS	08068325	2017-04-04 01:15	CDT	6.59	A	112.57	A
USGS	08068325	2017-04-04 01:30	CDT	6.59	A	112.57	A
USGS	08068325	2017-04-04 01:45	CDT	6.44	A	112.56	A
USGS	08068325	2017-04-04 02:00	CDT	6.44	A	112.56	A
USGS	08068325	2017-04-04 02:15	CDT	6.44	A	112.56	A
USGS	08068325	2017-04-04 02:30	CDT	6.29	A	112.55	A
USGS	08068325	2017-04-04 02:45	CDT	6.29	A	112.55	A
USGS	08068325	2017-04-04 03:00	CDT	6.29	A	112.55	A
USGS	08068325	2017-04-04 03:15	CDT	6.29	A	112.55	A
USGS	08068325	2017-04-04 03:30	CDT	6.29	A	112.55	A
USGS	08068325	2017-04-04 03:45	CDT	6.14	A	112.54	A
USGS	08068325	2017-04-04 04:00	CDT	6.14	A	112.54	A
USGS	08068325	2017-04-04 04:15	CDT	6.14	A	112.54	A
USGS	08068325	2017-04-04 04:30	CDT	6.14	A	112.54	A
USGS	08068325	2017-04-04 04:45	CDT	6.14	A	112.54	A
USGS	08068325	2017-04-04 05:00	CDT	6.15	A	112.54	A
USGS	08068325	2017-04-04 05:15	CDT	6.15	A	112.54	A
USGS	08068325	2017-04-04 05:30	CDT	6.15	A	112.54	A
USGS	08068325	2017-04-04 05:45	CDT	6.15	A	112.54	A
USGS	08068325	2017-04-04 06:00	CDT	6.15	A	112.54	A
USGS	08068325	2017-04-04 06:15	CDT	6.00	A	112.53	A
USGS	08068325	2017-04-04 06:30	CDT	6.15	A	112.54	A
USGS	08068325	2017-04-04 06:45	CDT	6.00	A	112.53	A
USGS	08068325	2017-04-04 07:00	CDT	6.15	A	112.54	A
USGS	08068325	2017-04-04 07:15	CDT	6.01	A	112.53	A
USGS	08068325	2017-04-04 07:30	CDT	6.01	A	112.53	A
USGS	08068325	2017-04-04 07:45	CDT	6.15	A	112.54	A
USGS	08068325	2017-04-04 08:00	CDT	6.15	A	112.54	A
USGS	08068325	2017-04-04 08:15	CDT	6.30	A	112.55	A
USGS	08068325	2017-04-04 08:30	CDT	6.16	A	112.54	A
USGS	08068325	2017-04-04 08:45	CDT	6.30	A	112.55	A
USGS	08068325	2017-04-04 09:00	CDT	6.31	A	112.55	A
USGS	08068325	2017-04-04 09:15	CDT	6.16	A	112.54	A
USGS	08068325	2017-04-04 09:30	CDT	6.16	A	112.54	A
USGS	08068325	2017-04-04 09:45	CDT	6.16	A	112.54	A
USGS	08068325	2017-04-04 10:00	CDT	6.16	A	112.54	A
USGS	08068325	2017-04-04 10:15	CDT	6.01	A	112.53	A
USGS	08068325	2017-04-04 10:30	CDT	6.01	A	112.53	A
USGS	08068325	2017-04-04 10:45	CDT	5.87	A	112.52	A
USGS	08068325	2017-04-04 11:00	CDT	5.73	A	112.51	A
USGS	08068325	2017-04-04 11:15	CDT	5.73	A	112.51	A
USGS	08068325	2017-04-04 11:30	CDT	5.73	A	112.51	A
USGS	08068325	2017-04-04 11:45	CDT	5.73	A	112.51	A
USGS	08068325	2017-04-04 12:00	CDT	5.73	A	112.51	A
USGS	08068325	2017-04-04 12:15	CDT	5.59	A	112.50	A
USGS	08068325	2017-04-04 12:30	CDT	5.60	A	112.50	A
USGS	08068325	2017-04-04 12:45	CDT	5.46	A	112.49	A
USGS	08068325	2017-04-04 13:00	CDT	5.33	A	112.48	A
USGS	08068325	2017-04-04 13:15	CDT	5.33	A	112.48	A
USGS	08068325	2017-04-04 13:30	CDT	5.20	A	112.47	A
USGS	08068325	2017-04-04 13:45	CDT	5.20	A	112.47	A
USGS	08068325	2017-04-04 14:00	CDT	5.07	A	112.46	A
USGS	08068325	2017-04-04 14:15	CDT	4.94	A	112.45	A
USGS	08068325	2017-04-04 14:30	CDT	4.82	A	112.44	A
USGS	08068325	2017-04-04 14:45	CDT	4.82	A	112.44	A
USGS	08068325	2017-04-04 15:00	CDT	4.70	A	112.43	A
USGS	08068325	2017-04-04 15:15	CDT	4.70	A	112.43	A
USGS	08068325	2017-04-04 15:30	CDT	4.70	A	112.43	A
USGS	08068325	2017-04-04 15:45	CDT	4.70	A	112.43	A
USGS	08068325	2017-04-04 16:00	CDT	4.58	A	112.42	A
USGS	08068325	2017-04-04 16:15	CDT	4.58	A	112.42	A
USGS	08068325	2017-04-04 16:30	CDT	4.58	A	112.42	A
USGS	08068325	2017-04-04 16:45	CDT	4.58	A	112.42	A
USGS	08068325	2017-04-04 17:00	CDT	4.58	A	112.42	A
USGS	08068325	2017-04-04 17:15	CDT	4.58	A	112.42	A
USGS	08068325	2017-04-04 17:30	CDT	4.58	A	112.42	A
USGS	08068325	2017-04-04 17:45	CDT	4.58	A	112.42	A
USGS	08068325	2017-04-04 18:00	CDT	4.46	A	112.41	A
USGS	08068325	2017-04-04 18:15	CDT	4.46	A	112.41	A
USGS	08068325	2017-04-04 18:30	CDT	4.47	A	112.41	A
USGS	08068325	2017-04-04 18:45	CDT	4.47	A	112.41	A
USGS	08068325	2017-04-04 19:00	CDT	4.47	A	112.41	A
USGS	08068325	2017-04-04 19:15	CDT	4.47	A	112.41	A
USGS	08068325	2017-04-04 19:30	CDT	4.47	A	112.41	A
USGS	08068325	2017-04-04 19:45	CDT	4.35	A	112.40	A
