# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-06-10 12:28:37 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08069000 Cypress Ck nr Westfield, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08069000
#            TS   parameter     Description
#        140330       00060     Discharge, cubic feet per second
#        140331       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	140330_00060	140330_00060_cd	140331_00065	140331_00065_cd
USGS	08069000	2017-04-03 00:00	CDT	297	A	65.28	A
USGS	08069000	2017-04-03 00:15	CDT	292	A	65.26	A
USGS	08069000	2017-04-03 00:30	CDT	302	A	65.30	A
USGS	08069000	2017-04-03 00:45	CDT	289	A	65.25	A
USGS	08069000	2017-04-03 01:00	CDT	289	A	65.25	A
USGS	08069000	2017-04-03 01:15	CDT	274	A	65.19	A
USGS	08069000	2017-04-03 01:30	CDT	269	A	65.17	A
USGS	08069000	2017-04-03 01:45	CDT	269	A	65.17	A
USGS	08069000	2017-04-03 02:00	CDT	258	A	65.12	A
USGS	08069000	2017-04-03 02:15	CDT	258	A	65.12	A
USGS	08069000	2017-04-03 02:30	CDT	255	A	65.11	A
USGS	08069000	2017-04-03 02:45	CDT	242	A	65.05	A
USGS	08069000	2017-04-03 03:00	CDT	239	A	65.04	A
USGS	08069000	2017-04-03 03:15	CDT	230	A	65.00	A
USGS	08069000	2017-04-03 03:30	CDT	226	A	64.98	A
USGS	08069000	2017-04-03 03:45	CDT	230	A	65.00	A
USGS	08069000	2017-04-03 04:00	CDT	220	A	64.95	A
USGS	08069000	2017-04-03 04:15	CDT	216	A	64.93	A
USGS	08069000	2017-04-03 04:30	CDT	214	A	64.92	A
USGS	08069000	2017-04-03 04:45	CDT	205	A	64.88	A
USGS	08069000	2017-04-03 05:00	CDT	205	A	64.88	A
USGS	08069000	2017-04-03 05:15	CDT	199	A	64.85	A
USGS	08069000	2017-04-03 05:30	CDT	196	A	64.84	A
USGS	08069000	2017-04-03 05:45	CDT	188	A	64.80	A
USGS	08069000	2017-04-03 06:00	CDT	196	A	64.84	A
USGS	08069000	2017-04-03 06:15	CDT	190	A	64.81	A
USGS	08069000	2017-04-03 06:30	CDT	188	A	64.80	A
USGS	08069000	2017-04-03 06:45	CDT	177	A	64.75	A
USGS	08069000	2017-04-03 07:00	CDT	181	A	64.77	A
USGS	08069000	2017-04-03 07:15	CDT	181	A	64.77	A
USGS	08069000	2017-04-03 07:30	CDT	173	A	64.73	A
USGS	08069000	2017-04-03 07:45	CDT	171	A	64.72	A
USGS	08069000	2017-04-03 08:00	CDT	159	A	64.66	A
USGS	08069000	2017-04-03 08:15	CDT	171	A	64.72	A
USGS	08069000	2017-04-03 08:30	CDT	163	A	64.68	A
USGS	08069000	2017-04-03 08:45	CDT	167	A	64.70	A
USGS	08069000	2017-04-03 09:00	CDT	159	A	64.66	A
USGS	08069000	2017-04-03 09:15	CDT	159	A	64.66	A
USGS	08069000	2017-04-03 09:30	CDT	152	A	64.62	A
USGS	08069000	2017-04-03 09:45	CDT	152	A	64.62	A
USGS	08069000	2017-04-03 10:00	CDT	154	A	64.63	A
USGS	08069000	2017-04-03 10:15	CDT	155	A	64.64	A
USGS	08069000	2017-04-03 10:30	CDT	150	A	64.61	A
USGS	08069000	2017-04-03 10:45	CDT	150	A	64.61	A
USGS	08069000	2017-04-03 11:00	CDT	144	A	64.58	A
USGS	08069000	2017-04-03 11:15	CDT	146	A	64.59	A
USGS	08069000	2017-04-03 11:30	CDT	148	A	64.60	A
USGS	08069000	2017-04-03 11:45	CDT	146	A	64.59	A
USGS	08069000	2017-04-03 12:00	CDT	141	A	64.56	A
USGS	08069000	2017-04-03 12:15	CDT	143	A	64.57	A
USGS	08069000	2017-04-03 12:30	CDT	143	A	64.57	A
USGS	08069000	2017-04-03 12:45	CDT	137	A	64.54	A
USGS	08069000	2017-04-03 13:00	CDT	135	A	64.53	A
USGS	08069000	2017-04-03 13:15	CDT	141	A	64.56	A
USGS	08069000	2017-04-03 13:30	CDT	137	A	64.54	A
USGS	08069000	2017-04-03 13:45	CDT	133	A	64.52	A
USGS	08069000	2017-04-03 14:00	CDT	137	A	64.54	A
USGS	08069000	2017-04-03 14:15	CDT	131	A	64.51	A
USGS	08069000	2017-04-03 14:30	CDT	139	A	64.55	A
USGS	08069000	2017-04-03 14:45	CDT	127	A	64.49	A
USGS	08069000	2017-04-03 15:00	CDT	129	A	64.50	A
USGS	08069000	2017-04-03 15:15	CDT	129	A	64.50	A
USGS	08069000	2017-04-03 15:30	CDT	127	A	64.49	A
USGS	08069000	2017-04-03 15:45	CDT	129	A	64.50	A
USGS	08069000	2017-04-03 16:00	CDT	129	A	64.50	A
USGS	08069000	2017-04-03 16:15	CDT	124	A	64.47	A
USGS	08069000	2017-04-03 16:30	CDT	124	A	64.47	A
USGS	08069000	2017-04-03 16:45	CDT	129	A	64.50	A
USGS	08069000	2017-04-03 17:00	CDT	125	A	64.48	A
USGS	08069000	2017-04-03 17:15	CDT	124	A	64.47	A
USGS	08069000	2017-04-03 17:30	CDT	127	A	64.49	A
USGS	08069000	2017-04-03 17:45	CDT	124	A	64.47	A
USGS	08069000	2017-04-03 18:00	CDT	122	A	64.46	A
USGS	08069000	2017-04-03 18:15	CDT	127	A	64.49	A
USGS	08069000	2017-04-03 18:30	CDT	124	A	64.47	A
USGS	08069000	2017-04-03 18:45	CDT	122	A	64.46	A
USGS	08069000	2017-04-03 19:00	CDT	124	A	64.47	A
USGS	08069000	2017-04-03 19:15	CDT	118	A	64.44	A
USGS	08069000	2017-04-03 19:30	CDT	120	A	64.45	A
USGS	08069000	2017-04-03 19:45	CDT	124	A	64.47	A
USGS	08069000	2017-04-03 20:00	CDT	120	A	64.45	A
USGS	08069000	2017-04-03 20:15	CDT	118	A	64.44	A
USGS	08069000	2017-04-03 20:30	CDT	122	A	64.46	A
USGS	08069000	2017-04-03 20:45	CDT	120	A	64.45	A
USGS	08069000	2017-04-03 21:00	CDT	118	A	64.44	A
USGS	08069000	2017-04-03 21:15	CDT	116	A	64.43	A
USGS	08069000	2017-04-03 21:30	CDT	122	A	64.46	A
USGS	08069000	2017-04-03 21:45	CDT	118	A	64.44	A
USGS	08069000	2017-04-03 22:00	CDT	118	A	64.44	A
USGS	08069000	2017-04-03 22:15	CDT	120	A	64.45	A
USGS	08069000	2017-04-03 22:30	CDT	118	A	64.44	A
USGS	08069000	2017-04-03 22:45	CDT	118	A	64.44	A
USGS	08069000	2017-04-03 23:00	CDT	116	A	64.43	A
USGS	08069000	2017-04-03 23:15	CDT	118	A	64.44	A
USGS	08069000	2017-04-03 23:30	CDT	116	A	64.43	A
USGS	08069000	2017-04-03 23:45	CDT	125	A	64.48	A
USGS	08069000	2017-04-04 00:00	CDT	124	A	64.47	A
USGS	08069000	2017-04-04 00:15	CDT	125	A	64.48	A
USGS	08069000	2017-04-04 00:30	CDT	125	A	64.48	A
USGS	08069000	2017-04-04 00:45	CDT	127	A	64.49	A
USGS	08069000	2017-04-04 01:00	CDT	137	A	64.54	A
USGS	08069000	2017-04-04 01:15	CDT	135	A	64.53	A
USGS	08069000	2017-04-04 01:30	CDT	139	A	64.55	A
USGS	08069000	2017-04-04 01:45	CDT	148	A	64.60	A
USGS	08069000	2017-04-04 02:00	CDT	146	A	64.59	A
USGS	08069000	2017-04-04 02:15	CDT	150	A	64.61	A
USGS	08069000	2017-04-04 02:30	CDT	155	A	64.64	A
USGS	08069000	2017-04-04 02:45	CDT	167	A	64.70	A
USGS	08069000	2017-04-04 03:00	CDT	171	A	64.72	A
USGS	08069000	2017-04-04 03:15	CDT	183	A	64.78	A
USGS	08069000	2017-04-04 03:30	CDT	183	A	64.78	A
USGS	08069000	2017-04-04 03:45	CDT	194	A	64.83	A
USGS	08069000	2017-04-04 04:00	CDT	190	A	64.81	A
USGS	08069000	2017-04-04 04:15	CDT	199	A	64.85	A
USGS	08069000	2017-04-04 04:30	CDT	205	A	64.88	A
USGS	08069000	2017-04-04 04:45	CDT	203	A	64.87	A
USGS	08069000	2017-04-04 05:00	CDT	214	A	64.92	A
USGS	08069000	2017-04-04 05:15	CDT	216	A	64.93	A
USGS	08069000	2017-04-04 05:30	CDT	218	A	64.94	A
USGS	08069000	2017-04-04 05:45	CDT	222	A	64.96	A
USGS	08069000	2017-04-04 06:00	CDT	224	A	64.97	A
USGS	08069000	2017-04-04 06:15	CDT	222	A	64.96	A
USGS	08069000	2017-04-04 06:30	CDT	228	A	64.99	A
USGS	08069000	2017-04-04 06:45	CDT	228	A	64.99	A
USGS	08069000	2017-04-04 07:00	CDT	230	A	65.00	A
USGS	08069000	2017-04-04 07:15	CDT	230	A	65.00	A
USGS	08069000	2017-04-04 07:30	CDT	233	A	65.01	A
USGS	08069000	2017-04-04 07:45	CDT	235	A	65.02	A
USGS	08069000	2017-04-04 08:00	CDT	233	A	65.01	A
USGS	08069000	2017-04-04 08:15	CDT	242	A	65.05	A
USGS	08069000	2017-04-04 08:30	CDT	237	A	65.03	A
USGS	08069000	2017-04-04 08:45	CDT	230	A	65.00	A
USGS	08069000	2017-04-04 09:00	CDT	237	A	65.03	A
USGS	08069000	2017-04-04 09:15	CDT	239	A	65.04	A
USGS	08069000	2017-04-04 09:30	CDT	237	A	65.03	A
USGS	08069000	2017-04-04 09:45	CDT	248	A	65.08	A
USGS	08069000	2017-04-04 10:00	CDT	246	A	65.07	A
USGS	08069000	2017-04-04 10:15	CDT	248	A	65.08	A
USGS	08069000	2017-04-04 10:30	CDT	242	A	65.05	A
USGS	08069000	2017-04-04 10:45	CDT	251	A	65.09	A
USGS	08069000	2017-04-04 11:00	CDT	253	A	65.10	A
USGS	08069000	2017-04-04 11:15	CDT	244	A	65.06	A
USGS	08069000	2017-04-04 11:30	CDT	253	A	65.10	A
USGS	08069000	2017-04-04 11:45	CDT	251	A	65.09	A
USGS	08069000	2017-04-04 12:00	CDT	255	A	65.11	A
USGS	08069000	2017-04-04 12:15	CDT	248	A	65.08	A
USGS	08069000	2017-04-04 12:30	CDT	255	A	65.11	A
USGS	08069000	2017-04-04 12:45	CDT	258	A	65.12	A
USGS	08069000	2017-04-04 13:00	CDT	253	A	65.10	A
USGS	08069000	2017-04-04 13:15	CDT	258	A	65.12	A
USGS	08069000	2017-04-04 13:30	CDT	258	A	65.12	A
USGS	08069000	2017-04-04 13:45	CDT	260	A	65.13	A
USGS	08069000	2017-04-04 14:00	CDT	260	A	65.13	A
USGS	08069000	2017-04-04 14:15	CDT	251	A	65.09	A
USGS	08069000	2017-04-04 14:30	CDT	258	A	65.12	A
USGS	08069000	2017-04-04 14:45	CDT	265	A	65.15	A
USGS	08069000	2017-04-04 15:00	CDT	262	A	65.14	A
USGS	08069000	2017-04-04 15:15	CDT	265	A	65.15	A
USGS	08069000	2017-04-04 15:30	CDT	260	A	65.13	A
USGS	08069000	2017-04-04 15:45	CDT	258	A	65.12	A
USGS	08069000	2017-04-04 16:00	CDT	265	A	65.15	A
USGS	08069000	2017-04-04 16:15	CDT	267	A	65.16	A
USGS	08069000	2017-04-04 16:30	CDT	260	A	65.13	A
USGS	08069000	2017-04-04 16:45	CDT	262	A	65.14	A
USGS	08069000	2017-04-04 17:00	CDT	255	A	65.11	A
USGS	08069000	2017-04-04 17:15	CDT	258	A	65.12	A
USGS	08069000	2017-04-04 17:30	CDT	269	A	65.17	A
USGS	08069000	2017-04-04 17:45	CDT	260	A	65.13	A
USGS	08069000	2017-04-04 18:00	CDT	253	A	65.10	A
USGS	08069000	2017-04-04 18:15	CDT	265	A	65.15	A
USGS	08069000	2017-04-04 18:30	CDT	258	A	65.12	A
USGS	08069000	2017-04-04 18:45	CDT	260	A	65.13	A
USGS	08069000	2017-04-04 19:00	CDT	260	A	65.13	A
USGS	08069000	2017-04-04 19:15	CDT	262	A	65.14	A
USGS	08069000	2017-04-04 19:30	CDT	265	A	65.15	A
USGS	08069000	2017-04-04 19:45	CDT	262	A	65.14	A
USGS	08069000	2017-04-04 20:00	CDT	267	A	65.16	A
USGS	08069000	2017-04-04 20:15	CDT	255	A	65.11	A
USGS	08069000	2017-04-04 20:30	CDT	258	A	65.12	A
USGS	08069000	2017-04-04 20:45	CDT	260	A	65.13	A
USGS	08069000	2017-04-04 21:00	CDT	260	A	65.13	A
USGS	08069000	2017-04-04 21:15	CDT	251	A	65.09	A
USGS	08069000	2017-04-04 21:30	CDT	260	A	65.13	A
USGS	08069000	2017-04-04 21:45	CDT	258	A	65.12	A
USGS	08069000	2017-04-04 22:00	CDT	258	A	65.12	A
USGS	08069000	2017-04-04 22:15	CDT	246	A	65.07	A
USGS	08069000	2017-04-04 22:30	CDT	260	A	65.13	A
USGS	08069000	2017-04-04 22:45	CDT	248	A	65.08	A
USGS	08069000	2017-04-04 23:00	CDT	248	A	65.08	A
USGS	08069000	2017-04-04 23:15	CDT	251	A	65.09	A
USGS	08069000	2017-04-04 23:30	CDT	242	A	65.05	A
USGS	08069000	2017-04-04 23:45	CDT	255	A	65.11	A
USGS	08069000	2017-04-05 00:00	CDT	239	A	65.04	A
USGS	08069000	2017-04-05 00:15	CDT	244	A	65.06	A
USGS	08069000	2017-04-05 00:30	CDT	242	A	65.05	A
USGS	08069000	2017-04-05 00:45	CDT	237	A	65.03	A
USGS	08069000	2017-04-05 01:00	CDT	244	A	65.06	A
USGS	08069000	2017-04-05 01:15	CDT	235	A	65.02	A
