# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-06-10 12:30:32 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08068800 Cypress Ck at Grant Rd nr Cypress, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08068800
#            TS   parameter     Description
#        140324       00060     Discharge, cubic feet per second
#        140325       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     R  Records for these data have been revised. [https://nwis.waterdata.usgs.gov/usa/nwis/revision/?site_no=08068800&ts_ids=140324]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	140324_00060	140324_00060_cd	140325_00065	140325_00065_cd
USGS	08068800	2017-04-01 07:00	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-01 07:15	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-01 07:30	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-01 07:45	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-01 08:00	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-01 08:15	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-01 08:30	CDT	31.5	A	102.51	A
USGS	08068800	2017-04-01 08:45	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-01 09:00	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-01 09:15	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-01 09:30	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-01 09:45	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-01 10:00	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-01 10:15	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-01 10:30	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-01 10:45	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-01 11:00	CDT	34.9	A	102.56	A
USGS	08068800	2017-04-01 11:15	CDT	35.6	A	102.57	A
USGS	08068800	2017-04-01 11:30	CDT	35.6	A	102.57	A
USGS	08068800	2017-04-01 11:45	CDT	36.3	A	102.58	A
USGS	08068800	2017-04-01 12:00	CDT	36.3	A	102.58	A
USGS	08068800	2017-04-01 12:15	CDT	36.3	A	102.58	A
USGS	08068800	2017-04-01 12:30	CDT	35.6	A	102.57	A
USGS	08068800	2017-04-01 12:45	CDT	36.3	A	102.58	A
USGS	08068800	2017-04-01 13:00	CDT	36.3	A	102.58	A
USGS	08068800	2017-04-01 13:15	CDT	35.6	A	102.57	A
USGS	08068800	2017-04-01 13:30	CDT	35.6	A	102.57	A
USGS	08068800	2017-04-01 13:45	CDT	35.6	A	102.57	A
USGS	08068800	2017-04-01 14:00	CDT	34.9	A	102.56	A
USGS	08068800	2017-04-01 14:15	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-01 14:30	CDT	34.9	A	102.56	A
USGS	08068800	2017-04-01 14:45	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-01 15:00	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-01 15:15	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-01 15:30	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-01 15:45	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-01 16:00	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-01 16:15	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-01 16:30	CDT	34.9	A	102.56	A
USGS	08068800	2017-04-01 16:45	CDT	34.9	A	102.56	A
USGS	08068800	2017-04-01 17:00	CDT	35.6	A	102.57	A
USGS	08068800	2017-04-01 17:15	CDT	36.3	A	102.58	A
USGS	08068800	2017-04-01 17:30	CDT	37.0	A	102.59	A
USGS	08068800	2017-04-01 17:45	CDT	37.0	A	102.59	A
USGS	08068800	2017-04-01 18:00	CDT	38.3	A	102.61	A
USGS	08068800	2017-04-01 18:15	CDT	39.0	A	102.62	A
USGS	08068800	2017-04-01 18:30	CDT	39.7	A	102.63	A
USGS	08068800	2017-04-01 18:45	CDT	39.0	A	102.62	A
USGS	08068800	2017-04-01 19:00	CDT	39.7	A	102.63	A
USGS	08068800	2017-04-01 19:15	CDT	41.1	A	102.65	A
USGS	08068800	2017-04-01 19:30	CDT	40.4	A	102.64	A
USGS	08068800	2017-04-01 19:45	CDT	40.4	A	102.64	A
USGS	08068800	2017-04-01 20:00	CDT	41.8	A	102.66	A
USGS	08068800	2017-04-01 20:15	CDT	41.8	A	102.66	A
USGS	08068800	2017-04-01 20:30	CDT	41.8	A	102.66	A
USGS	08068800	2017-04-01 20:45	CDT	41.1	A	102.65	A
USGS	08068800	2017-04-01 21:00	CDT	41.8	A	102.66	A
USGS	08068800	2017-04-01 21:15	CDT	41.1	A	102.65	A
USGS	08068800	2017-04-01 21:30	CDT	41.8	A	102.66	A
USGS	08068800	2017-04-01 21:45	CDT	41.1	A	102.65	A
USGS	08068800	2017-04-01 22:00	CDT	41.8	A	102.66	A
USGS	08068800	2017-04-01 22:15	CDT	41.1	A	102.65	A
USGS	08068800	2017-04-01 22:30	CDT	41.1	A	102.65	A
USGS	08068800	2017-04-01 22:45	CDT	41.1	A	102.65	A
USGS	08068800	2017-04-01 23:00	CDT	41.1	A	102.65	A
USGS	08068800	2017-04-01 23:15	CDT	41.1	A	102.65	A
USGS	08068800	2017-04-01 23:30	CDT	41.1	A	102.65	A
USGS	08068800	2017-04-01 23:45	CDT	41.1	A	102.65	A
USGS	08068800	2017-04-02 00:00	CDT	41.1	A	102.65	A
USGS	08068800	2017-04-02 00:15	CDT	40.4	A	102.64	A
USGS	08068800	2017-04-02 00:30	CDT	39.7	A	102.63	A
USGS	08068800	2017-04-02 00:45	CDT	40.4	A	102.64	A
USGS	08068800	2017-04-02 01:00	CDT	39.7	A	102.63	A
USGS	08068800	2017-04-02 01:15	CDT	40.4	A	102.64	A
USGS	08068800	2017-04-02 01:30	CDT	39.7	A	102.63	A
USGS	08068800	2017-04-02 01:45	CDT	39.7	A	102.63	A
USGS	08068800	2017-04-02 02:00	CDT	39.7	A	102.63	A
USGS	08068800	2017-04-02 02:15	CDT	39.0	A	102.62	A
USGS	08068800	2017-04-02 02:30	CDT	39.0	A	102.62	A
USGS	08068800	2017-04-02 02:45	CDT	38.3	A	102.61	A
USGS	08068800	2017-04-02 03:00	CDT	39.0	A	102.62	A
USGS	08068800	2017-04-02 03:15	CDT	38.3	A	102.61	A
USGS	08068800	2017-04-02 03:30	CDT	38.3	A	102.61	A
USGS	08068800	2017-04-02 03:45	CDT	37.7	A	102.60	A
USGS	08068800	2017-04-02 04:00	CDT	37.0	A	102.59	A
USGS	08068800	2017-04-02 04:15	CDT	36.3	A	102.58	A
USGS	08068800	2017-04-02 04:30	CDT	36.3	A	102.58	A
USGS	08068800	2017-04-02 04:45	CDT	34.9	A	102.56	A
USGS	08068800	2017-04-02 05:00	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-02 05:15	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-02 05:30	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-02 05:45	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-02 06:00	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-02 06:15	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-02 06:30	CDT	36.3	A	102.58	A
USGS	08068800	2017-04-02 06:45	CDT	37.0	A	102.59	A
USGS	08068800	2017-04-02 07:00	CDT	36.3	A	102.58	A
USGS	08068800	2017-04-02 07:15	CDT	34.9	A	102.56	A
USGS	08068800	2017-04-02 07:30	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-02 07:45	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-02 08:00	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-02 08:15	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-02 08:30	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-02 08:45	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-02 09:00	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-02 09:15	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-02 09:30	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-02 09:45	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-02 10:00	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-02 10:15	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-02 10:30	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-02 10:45	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-02 11:00	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-02 11:15	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-02 11:30	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-02 11:45	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-02 12:00	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-02 12:15	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-02 12:30	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-02 12:45	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-02 13:00	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-02 13:15	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-02 13:30	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-02 13:45	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-02 14:00	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-02 14:15	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-02 14:30	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-02 14:45	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-02 15:00	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-02 15:15	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-02 15:30	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-02 15:45	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-02 16:00	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-02 16:15	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-02 16:30	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-02 16:45	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-02 17:00	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-02 17:15	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-02 17:30	CDT	31.5	A	102.51	A
USGS	08068800	2017-04-02 17:45	CDT	31.5	A	102.51	A
USGS	08068800	2017-04-02 18:00	CDT	30.8	A	102.50	A
USGS	08068800	2017-04-02 18:15	CDT	30.8	A	102.50	A
USGS	08068800	2017-04-02 18:30	CDT	30.8	A	102.50	A
USGS	08068800	2017-04-02 18:45	CDT	30.2	A	102.49	A
USGS	08068800	2017-04-02 19:00	CDT	30.2	A	102.49	A
USGS	08068800	2017-04-02 19:15	CDT	30.2	A	102.49	A
USGS	08068800	2017-04-02 19:30	CDT	30.2	A	102.49	A
USGS	08068800	2017-04-02 19:45	CDT	29.5	A	102.48	A
USGS	08068800	2017-04-02 20:00	CDT	29.5	A	102.48	A
USGS	08068800	2017-04-02 20:15	CDT	29.5	A	102.48	A
USGS	08068800	2017-04-02 20:30	CDT	28.9	A	102.47	A
USGS	08068800	2017-04-02 20:45	CDT	28.9	A	102.47	A
USGS	08068800	2017-04-02 21:00	CDT	28.9	A	102.47	A
USGS	08068800	2017-04-02 21:15	CDT	28.2	A	102.46	A
USGS	08068800	2017-04-02 21:30	CDT	28.9	A	102.47	A
USGS	08068800	2017-04-02 21:45	CDT	28.2	A	102.46	A
USGS	08068800	2017-04-02 22:00	CDT	28.2	A	102.46	A
USGS	08068800	2017-04-02 22:15	CDT	28.2	A	102.46	A
USGS	08068800	2017-04-02 22:30	CDT	27.6	A	102.45	A
USGS	08068800	2017-04-02 22:45	CDT	28.2	A	102.46	A
USGS	08068800	2017-04-02 23:00	CDT	28.2	A	102.46	A
USGS	08068800	2017-04-02 23:15	CDT	28.2	A	102.46	A
USGS	08068800	2017-04-02 23:30	CDT	27.6	A	102.45	A
USGS	08068800	2017-04-02 23:45	CDT	27.6	A	102.45	A
USGS	08068800	2017-04-03 00:00	CDT	27.6	A	102.45	A
USGS	08068800	2017-04-03 00:15	CDT	27.6	A	102.45	A
USGS	08068800	2017-04-03 00:30	CDT	27.6	A	102.45	A
USGS	08068800	2017-04-03 00:45	CDT	27.6	A	102.45	A
USGS	08068800	2017-04-03 01:00	CDT	28.2	A	102.46	A
USGS	08068800	2017-04-03 01:15	CDT	27.6	A	102.45	A
USGS	08068800	2017-04-03 01:30	CDT	27.6	A	102.45	A
USGS	08068800	2017-04-03 01:45	CDT	28.2	A	102.46	A
USGS	08068800	2017-04-03 02:00	CDT	28.2	A	102.46	A
USGS	08068800	2017-04-03 02:15	CDT	28.2	A	102.46	A
USGS	08068800	2017-04-03 02:30	CDT	28.2	A	102.46	A
USGS	08068800	2017-04-03 02:45	CDT	28.2	A	102.46	A
USGS	08068800	2017-04-03 03:00	CDT	28.9	A	102.47	A
USGS	08068800	2017-04-03 03:15	CDT	28.9	A	102.47	A
USGS	08068800	2017-04-03 03:30	CDT	28.9	A	102.47	A
USGS	08068800	2017-04-03 03:45	CDT	29.5	A	102.48	A
USGS	08068800	2017-04-03 04:00	CDT	29.5	A	102.48	A
USGS	08068800	2017-04-03 04:15	CDT	29.5	A	102.48	A
USGS	08068800	2017-04-03 04:30	CDT	30.2	A	102.49	A
USGS	08068800	2017-04-03 04:45	CDT	30.8	A	102.50	A
USGS	08068800	2017-04-03 05:00	CDT	30.8	A	102.50	A
USGS	08068800	2017-04-03 05:15	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-03 05:30	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-03 05:45	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-03 06:00	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-03 06:15	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-03 06:30	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-03 06:45	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-03 07:00	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-03 07:15	CDT	34.9	A	102.56	A
USGS	08068800	2017-04-03 07:30	CDT	34.9	A	102.56	A
USGS	08068800	2017-04-03 07:45	CDT	34.9	A	102.56	A
USGS	08068800	2017-04-03 08:00	CDT	35.6	A	102.57	A
USGS	08068800	2017-04-03 08:15	CDT	34.9	A	102.56	A
USGS	08068800	2017-04-03 08:30	CDT	34.9	A	102.56	A
USGS	08068800	2017-04-03 08:45	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-03 09:00	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-03 09:15	CDT	34.2	A	102.55	A
USGS	08068800	2017-04-03 09:30	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-03 09:45	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-03 10:00	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-03 10:15	CDT	32.8	A	102.53	A
USGS	08068800	2017-04-03 10:30	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-03 10:45	CDT	31.5	A	102.51	A
USGS	08068800	2017-04-03 11:00	CDT	32.1	A	102.52	A
USGS	08068800	2017-04-03 11:15	CDT	30.8	A	102.50	A
USGS	08068800	2017-04-03 11:30	CDT	30.8	A	102.50	A
USGS	08068800	2017-04-03 11:45	CDT	30.2	A	102.49	A
USGS	08068800	2017-04-03 12:00	CDT	30.2	A	102.49	A
USGS	08068800	2017-04-03 12:15	CDT	30.2	A	102.49	A
USGS	08068800	2017-04-03 12:30	CDT	29.5	A	102.48	A
USGS	08068800	2017-04-03 12:45	CDT	29.5	A	102.48	A
USGS	08068800	2017-04-03 13:00	CDT	28.9	A	102.47	A
USGS	08068800	2017-04-03 13:15	CDT	29.5	A	102.48	A
USGS	08068800	2017-04-03 13:30	CDT	30.8	A	102.50	A
USGS	08068800	2017-04-03 13:45	CDT	33.5	A	102.54	A
USGS	08068800	2017-04-03 14:00	CDT	36.3	A	102.58	A
USGS	08068800	2017-04-03 14:15	CDT	41.1	A	102.65	A
USGS	08068800	2017-04-03 14:30	CDT	47.0	A	102.73	A
USGS	08068800	2017-04-03 14:45	CDT	54.0	A	102.82	A
USGS	08068800	2017-04-03 15:00	CDT	60.1	A	102.90	A
USGS	08068800	2017-04-03 15:15	CDT	66.7	A	102.98	A
USGS	08068800	2017-04-03 15:30	CDT	72.5	A	103.05	A
USGS	08068800	2017-04-03 15:45	CDT	78.5	A	103.12	A
USGS	08068800	2017-04-03 16:00	CDT	83.9	A	103.18	A
USGS	08068800	2017-04-03 16:15	CDT	89.5	A	103.24	A
USGS	08068800	2017-04-03 16:30	CDT	93.4	A	103.28	A
USGS	08068800	2017-04-03 16:45	CDT	98.1	A	103.33	A
USGS	08068800	2017-04-03 17:00	CDT	101	A	103.36	A
USGS	08068800	2017-04-03 17:15	CDT	103	A	103.38	A
USGS	08068800	2017-04-03 17:30	CDT	107	A	103.42	A
USGS	08068800	2017-04-03 17:45	CDT	110	A	103.45	A
USGS	08068800	2017-04-03 18:00	CDT	112	A	103.47	A
USGS	08068800	2017-04-03 18:15	CDT	115	A	103.50	A
USGS	08068800	2017-04-03 18:30	CDT	115	A	103.50	A
USGS	08068800	2017-04-03 18:45	CDT	118	A	103.53	A
USGS	08068800	2017-04-03 19:00	CDT	119	A	103.54	A
USGS	08068800	2017-04-03 19:15	CDT	121	A	103.56	A
USGS	08068800	2017-04-03 19:30	CDT	123	A	103.58	A
USGS	08068800	2017-04-03 19:45	CDT	124	A	103.59	A
USGS	08068800	2017-04-03 20:00	CDT	127	A	103.62	A
USGS	08068800	2017-04-03 20:15	CDT	126	A	103.61	A
USGS	08068800	2017-04-03 20:30	CDT	128	A	103.63	A
USGS	08068800	2017-04-03 20:45	CDT	129	A	103.64	A
USGS	08068800	2017-04-03 21:00	CDT	129	A	103.64	A
USGS	08068800	2017-04-03 21:15	CDT	131	A	103.65	A
USGS	08068800	2017-04-03 21:30	CDT	134	A	103.68	A
USGS	08068800	2017-04-03 21:45	CDT	133	A	103.67	A
USGS	08068800	2017-04-03 22:00	CDT	135	A	103.69	A
USGS	08068800	2017-04-03 22:15	CDT	136	A	103.70	A
USGS	08068800	2017-04-03 22:30	CDT	135	A	103.69	A
USGS	08068800	2017-04-03 22:45	CDT	137	A	103.71	A
USGS	08068800	2017-04-03 23:00	CDT	136	A	103.70	A
USGS	08068800	2017-04-03 23:15	CDT	139	A	103.73	A
USGS	08068800	2017-04-03 23:30	CDT	138	A	103.72	A
USGS	08068800	2017-04-03 23:45	CDT	138	A	103.72	A
USGS	08068800	2017-04-04 00:00	CDT	138	A	103.72	A
USGS	08068800	2017-04-04 00:15	CDT	139	A	103.73	A
USGS	08068800	2017-04-04 00:30	CDT	139	A	103.73	A
USGS	08068800	2017-04-04 00:45	CDT	140	A	103.74	A
USGS	08068800	2017-04-04 01:00	CDT	141	A	103.75	A
USGS	08068800	2017-04-04 01:15	CDT	142	A	103.76	A
USGS	08068800	2017-04-04 01:30	CDT	143	A	103.77	A
USGS	08068800	2017-04-04 01:45	CDT	142	A	103.76	A
USGS	08068800	2017-04-04 02:00	CDT	143	A	103.77	A
USGS	08068800	2017-04-04 02:15	CDT	143	A	103.77	A
USGS	08068800	2017-04-04 02:30	CDT	143	A	103.77	A
USGS	08068800	2017-04-04 02:45	CDT	144	A	103.78	A
USGS	08068800	2017-04-04 03:00	CDT	145	A	103.79	A
USGS	08068800	2017-04-04 03:15	CDT	145	A	103.79	A
USGS	08068800	2017-04-04 03:30	CDT	145	A	103.79	A
USGS	08068800	2017-04-04 03:45	CDT	146	A	103.80	A
USGS	08068800	2017-04-04 04:00	CDT	147	A	103.81	A
USGS	08068800	2017-04-04 04:15	CDT	149	A	103.83	A
USGS	08068800	2017-04-04 04:30	CDT	149	A	103.83	A
USGS	08068800	2017-04-04 04:45	CDT	149	A	103.83	A
USGS	08068800	2017-04-04 05:00	CDT	147	A	103.81	A
USGS	08068800	2017-04-04 05:15	CDT	148	A	103.82	A
USGS	08068800	2017-04-04 05:30	CDT	151	A	103.85	A
USGS	08068800	2017-04-04 05:45	CDT	150	A	103.84	A
USGS	08068800	2017-04-04 06:00	CDT	149	A	103.83	A
USGS	08068800	2017-04-04 06:15	CDT	151	A	103.85	A
USGS	08068800	2017-04-04 06:30	CDT	151	A	103.85	A
USGS	08068800	2017-04-04 06:45	CDT	152	A	103.86	A
USGS	08068800	2017-04-04 07:00	CDT	151	A	103.85	A
USGS	08068800	2017-04-04 07:15	CDT	151	A	103.85	A
USGS	08068800	2017-04-04 07:30	CDT	151	A	103.85	A
USGS	08068800	2017-04-04 07:45	CDT	152	A	103.86	A
USGS	08068800	2017-04-04 08:00	CDT	152	A	103.86	A
USGS	08068800	2017-04-04 08:15	CDT	153	A	103.87	A
USGS	08068800	2017-04-04 08:30	CDT	153	A	103.87	A
USGS	08068800	2017-04-04 08:45	CDT	152	A	103.86	A
USGS	08068800	2017-04-04 09:00	CDT	152	A	103.86	A
USGS	08068800	2017-04-04 09:15	CDT	152	A	103.86	A
USGS	08068800	2017-04-04 09:30	CDT	154	A	103.88	A
USGS	08068800	2017-04-04 09:45	CDT	153	A	103.87	A
USGS	08068800	2017-04-04 10:00	CDT	152	A	103.86	A
USGS	08068800	2017-04-04 10:15	CDT	153	A	103.87	A
USGS	08068800	2017-04-04 10:30	CDT	152	A	103.86	A
USGS	08068800	2017-04-04 10:45	CDT	152	A	103.86	A
USGS	08068800	2017-04-04 11:00	CDT	153	A	103.87	A
USGS	08068800	2017-04-04 11:15	CDT	153	A	103.87	A
USGS	08068800	2017-04-04 11:30	CDT	153	A	103.87	A
USGS	08068800	2017-04-04 11:45	CDT	151	A	103.85	A
USGS	08068800	2017-04-04 12:00	CDT	151	A	103.85	A
USGS	08068800	2017-04-04 12:15	CDT	152	A	103.86	A
USGS	08068800	2017-04-04 12:30	CDT	149	A	103.83	A
USGS	08068800	2017-04-04 12:45	CDT	150	A	103.84	A
USGS	08068800	2017-04-04 13:00	CDT	150	A	103.84	A
USGS	08068800	2017-04-04 13:15	CDT	148	A	103.82	A
USGS	08068800	2017-04-04 13:30	CDT	147	A	103.81	A
USGS	08068800	2017-04-04 13:45	CDT	146	A	103.80	A
USGS	08068800	2017-04-04 14:00	CDT	145	A	103.79	A
USGS	08068800	2017-04-04 14:15	CDT	145	A	103.79	A
USGS	08068800	2017-04-04 14:30	CDT	142	A	103.76	A
USGS	08068800	2017-04-04 14:45	CDT	142	A	103.76	A
USGS	08068800	2017-04-04 15:00	CDT	141	A	103.75	A
USGS	08068800	2017-04-04 15:15	CDT	138	A	103.72	A
USGS	08068800	2017-04-04 15:30	CDT	139	A	103.73	A
USGS	08068800	2017-04-04 15:45	CDT	136	A	103.70	A
USGS	08068800	2017-04-04 16:00	CDT	136	A	103.70	A
USGS	08068800	2017-04-04 16:15	CDT	135	A	103.69	A
USGS	08068800	2017-04-04 16:30	CDT	131	A	103.65	A
USGS	08068800	2017-04-04 16:45	CDT	129	A	103.64	A
USGS	08068800	2017-04-04 17:00	CDT	128	A	103.63	A
USGS	08068800	2017-04-04 17:15	CDT	127	A	103.62	A
USGS	08068800	2017-04-04 17:30	CDT	125	A	103.60	A
USGS	08068800	2017-04-04 17:45	CDT	122	A	103.57	A
USGS	08068800	2017-04-04 18:00	CDT	122	A	103.57	A
USGS	08068800	2017-04-04 18:15	CDT	120	A	103.55	A
USGS	08068800	2017-04-04 18:30	CDT	118	A	103.53	A
USGS	08068800	2017-04-04 18:45	CDT	116	A	103.51	A
USGS	08068800	2017-04-04 19:00	CDT	114	A	103.49	A
USGS	08068800	2017-04-04 19:15	CDT	114	A	103.49	A
USGS	08068800	2017-04-04 19:30	CDT	112	A	103.47	A
USGS	08068800	2017-04-04 19:45	CDT	110	A	103.45	A
USGS	08068800	2017-04-04 20:00	CDT	108	A	103.43	A
USGS	08068800	2017-04-04 20:15	CDT	107	A	103.42	A
USGS	08068800	2017-04-04 20:30	CDT	104	A	103.39	A
