,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,2017-08-25 13:56:00,9.441998,9.44399,9.442175,9.442886999999999,9.44247,9.443971000000001,9.441983,9.443311,9.443886,9.44225,9.840761,9.442960000000001,9.443799,11.747266999999999,9.758885,9.443006500000001,9.442821,9.4408,10.373128,9.442671,9.682081,9.443352,9.443786,9.741922,9.443731,9.705276,9.4438925,9.442264,9.443431,9.620865,10.83777,9.629366000000001,9.4427395,9.444132000000002,9.443429,9.746336,9.831283,9.440114999999999,9.443551,9.443482000000001,9.443071,9.690638,9.706293,9.443939,9.440049,9.442860000000001,10.600051,9.439934,9.655226,9.443375999999999,9.649841,9.443103,9.442776,9.43656,9.443535,9.475296,9.442456,9.442615,9.649845,9.444146,10.047048,9.442227,9.442309,10.146689,9.702615,12.024088,9.659763
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,2017-08-25 13:58:00,9.441883,9.443833,9.442059,9.442752,9.4423485,9.443827,9.4418745,9.443152,9.443756,9.442124,9.85271,9.442845,9.443653,11.864730999999999,9.768844,9.442875,9.442697,9.440707000000002,10.4089,9.442559,9.68864,9.443209,9.443637,9.754118,9.443594,9.702213,9.443748,9.442153,9.443289,9.617142999999999,10.865046,9.626339999999999,9.442602,9.443961999999999,9.443301,9.743784,9.863609,9.440026,9.44338,9.443356,9.442939,9.685977000000001,9.70747,9.443771,9.439958,9.4427185,10.618862,9.439850999999999,9.652776,9.443233,9.643771,9.442982,9.442659,9.436508,9.443381,9.491149,9.442329,9.442492999999999,9.644752,9.443992999999999,10.076524,9.442114,9.442198,10.179601,9.697097,12.200579,9.659877
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,2017-08-25 14:00:00,9.441764,9.443672,9.441936,9.442611,9.442223,9.443676,9.44176,9.442991000000001,9.443617,9.441996000000001,9.866068,9.442722,9.4435005,11.993974,9.780826,9.442739,9.442567,9.440612,10.433563,9.442439,9.697441,9.443060000000001,9.443482,9.768747,9.443449,9.699811,9.443599,9.442037,9.443142,9.61325,10.918934,9.624048,9.44246,9.443788,9.443166,9.741897999999999,9.898599,9.439935,9.443209,9.443219000000001,9.4428005,9.681778999999999,9.709857,9.4436,9.439864,9.442575,10.637024,9.439767,9.651175,9.443083,9.637919,9.442855,9.442534,9.436457,9.443224,9.504745,9.442198,9.442366999999999,9.640046,9.443832,10.105647,9.441996000000001,9.442081,10.210726,9.691964,12.437645,9.661341
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,2017-08-25 14:02:00,9.441645,9.443508999999999,9.441812,9.442469000000001,9.442096,9.4435215,9.441644,9.442831,9.443474,9.441866000000001,9.880709,9.442596,9.443346,12.151945,9.79483,9.4426,9.442435,9.440516,10.454321,9.442316,9.70867,9.442909,9.443327,9.785781,9.4433,9.698129,9.443445,9.441918,9.442994,9.609245,11.00931,9.622618,9.442317999999998,9.443614,9.443026,9.740707,9.935535,9.439845,9.443039,9.44308,9.442661,9.678061999999999,9.713519,9.443427999999999,9.439772,9.442432,10.65438,9.439684,9.650539,9.442931,9.632291,9.442724,9.442407,9.436409,9.443067,9.515747,9.442066,9.442238,9.635749,9.443671,10.134014,9.441875,9.441962,10.240324000000001,9.687224,12.739811999999999,9.664294
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,2017-08-25 14:04:00,9.441525,9.443348,9.441688,9.442328,9.44197,9.443366000000001,9.441528,9.442674,9.443328,9.441739,9.896491,9.442469000000001,9.443191,12.36247,9.810776,9.442464,9.442305,9.440423,10.472545,9.442191000000001,9.722477,9.4427595,9.443171,9.805094,9.443151,9.697229,9.443293,9.4418,9.442846,9.605176,11.124964,9.622203,9.442179,9.443441,9.442884,9.740233,9.973606,9.439952,9.442873,9.442938999999999,9.442522,9.674858,9.718517,9.443259,9.439682,9.44229,10.670812,9.439602,9.651,9.44278,9.626889,9.442594,9.442277,9.436368,9.442911,9.52432,9.441935,9.442108000000001,9.631879,9.443508999999999,10.161305,9.441755,9.441843,10.268524000000001,9.682886,13.055857000000001,9.668864
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,2017-08-25 14:06:00,9.441417,9.443196,9.441576,9.442198,9.441853,9.443221000000001,9.441422,9.442527,9.4431925,9.441621000000001,9.913272,9.442349,9.443047,12.6331,9.828526,9.442335,9.442182,9.440339999999999,10.488288,9.442075,9.738954,9.44262,9.443026,9.8264885,9.443012,9.69718,9.443149,9.4416895,9.442708,9.601086,11.24669,9.622994,9.442049,9.443282,9.442752,9.7404995,10.011991,9.686821,9.442718,9.442807,9.442392,9.672209,9.724927,9.443102,9.439606,9.442159,10.686326,9.439533,9.652698,9.442639999999999,9.621729,9.442471000000001,9.442157,9.436344,9.442766,9.530816,9.441814,9.441989,9.628473,9.443357,10.187312,9.441644,9.441732,10.294893,9.678973,13.38441,9.675179
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,2017-08-25 14:08:00,9.441312,9.44305,9.44147,9.442072999999999,9.441739,9.44308,9.441321,9.442387,9.443059,9.441508,9.930888,9.442233,9.442906,12.941298,9.847877,9.442211,9.442063,9.440261999999999,10.501767999999998,9.441962,9.758064,9.442487,9.442884,9.849692,9.442877,9.698022,9.443009,9.441583999999999,9.4425745,9.596998,11.365906,9.625178,9.441925,9.443128,9.442624,9.741512,10.049916,9.965949,9.44257,9.442677999999999,9.442267,9.670149,9.732801,9.44295,9.439536,9.442032000000001,10.700781,9.439469,9.655743,9.442506,9.616804,9.44235,9.442041,9.436319000000001,9.442626,9.535603,9.4417,9.441874,9.625564,9.443211,10.211922,9.441536,9.441626,10.318808,9.675493,13.711011,9.683349
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,2017-08-25 14:10:00,9.441212,9.442910000000001,9.44137,9.441953999999999,9.44163,9.442944,9.441224,9.442253,9.442929,9.441400999999999,9.949185,9.442121,9.442771,13.246835999999998,9.868595,9.442092,9.441949,9.440186500000001,10.513228,9.4418545,9.779659,9.442358,9.442749,9.874395,9.442745,9.699785,9.442875,9.441481,9.442445,9.592935,11.498938,9.628943,9.441807,9.44298,9.442499,9.743283,10.086739,10.154058000000001,9.442429,9.4425535,9.442146,9.668723,9.742195,9.442803999999999,9.439469,9.441911,10.714842,9.439407000000001,9.660233,9.442376,9.612115,9.442235,9.44193,9.436294,9.442492,9.539027,9.441591,9.441764,9.623191,9.443068499999999,10.235892,9.441432,9.441522,10.340536,9.672466,13.977167000000001,9.693483
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2017-08-25 14:12:00,9.441102,9.442757,9.441253,9.441823,9.441512,9.442793,9.441115,9.442111,9.442785,9.441283,9.967997,9.441996000000001,9.442623,13.568747,9.890407000000002,9.441963000000001,9.441824,9.440093,10.522861,9.441732,9.803468,9.442217,9.442602,9.9002495,9.442601,9.70247,9.442727,9.441367999999999,9.4423065,9.588897,11.672283,9.634442,9.441679,9.442821,9.442361,9.745807000000001,10.121938,10.276036,9.44228,9.442416,9.442015,9.667961,9.753127,9.44265,9.439381,9.441782,10.72892,9.439325,9.666236,9.442234,9.607642,9.442108000000001,9.441803,9.436241,9.4423485,9.541339,9.441468,9.44164,9.621391,9.442913,10.26561,9.4413185,9.441409,10.366983,9.669892,14.180497,9.705664
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,2017-08-25 14:14:00,9.440991,9.442606,9.441134,9.441692999999999,9.441394,9.442642999999999,9.441006,9.441972,9.442643,9.441166,9.987197,9.44187,9.442477,13.85719,9.913072,9.441836,9.4417,9.439996,10.530799,9.441611,9.829175,9.442078,9.442457,9.926931,9.442458,9.706104,9.442581,9.441256,9.44217,9.584907000000001,11.892404,9.641850999999999,9.441551,9.442664,9.442223,9.749111,10.155181,10.34905,9.442134,9.442279,9.441883,9.667924000000001,9.765631,9.442497,9.439288,9.441655,10.75328,9.439239,9.673847,9.442092,9.6034,9.441982000000001,9.441675,9.436196,9.442208,9.542746000000001,9.441344,9.441517,9.62024,9.44276,10.303598,9.441205,9.441296,10.400813000000001,9.667815,14.362004999999998,9.71997
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,2017-08-25 14:16:00,9.440881,9.442456,9.441016,9.441564,9.441277,9.442494,9.440896,9.441834,9.4425,9.44105,10.006649,9.441745,9.442332,14.078226,9.93634,9.44171,9.441576,9.439899,10.537428,9.441489,9.856403,9.441939,9.442313,9.954113000000001,9.442316,9.710706,9.442436,9.441142999999999,9.442034,9.580977,12.152625,9.651322,9.441425,9.44251,9.442085,9.753216,10.186278,10.389577000000001,9.44199,9.442142,9.441752,9.668669,9.779674,9.442347999999999,9.4391985,9.441529,10.802894,9.439153999999998,9.683143,9.441952,9.599398,9.441857,9.441549,9.436158,9.442068,9.543409,9.442163,9.441393,9.619813,9.442608,10.350605,9.441092,9.441182,10.443017,9.666266,14.540423,9.736414
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,2017-08-25 14:18:00,9.44078,9.442319,9.440911,9.441446000000001,9.441168,9.442359,9.440796,9.441708,9.44237,9.440942999999999,10.0262165,9.44163,9.4422,14.263197,9.959992,9.441593,9.441462,9.439817,10.543092,9.441379,9.884763,9.441813,9.442181,9.981481,9.442185,9.716302,9.442304,9.441039,9.441908,9.577129,12.441942,9.66301,9.441309,9.4423685,9.44196,9.758149000000001,10.21524,10.410204,9.441856,9.442017,9.441633,9.670254,9.7951765,9.442209,9.439127,9.441412,10.882971,9.439083,9.694203,9.441825,9.595652,9.441741,9.441435,9.436142,9.441939,9.543479,9.596627,9.441282000000001,9.620203,9.442469000000001,10.406203,9.440987,9.441078,10.497957000000001,9.665293,14.708345000000001,9.754932
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,2017-08-25 14:20:00,9.440677,9.442179,9.440804,9.441326,9.441056,9.442219999999999,9.440694,9.441578999999999,9.442235,9.440833999999999,10.0457325,9.441512,9.442063,14.435522,9.983785,9.441473,9.441345,9.439733,10.547858,9.441264,9.9138365,9.441684,9.442045,10.008696,9.442052,9.722895,9.442166,9.440932,9.44178,9.573356,12.7320175,9.677009,9.441191,9.4422245,9.441832000000002,9.763911,10.242511,10.42309,9.441723,9.441888,9.44151,9.672702000000001,9.811971,9.442069,9.439054,9.441294000000001,10.979605,9.439012,9.707062,9.441694,9.5921545,9.441622,9.441318,9.436113,9.441808,9.5430565,9.81113,9.441168,9.621489,9.442326,10.464555,9.44088,9.440971,10.568547,9.664907,14.832251000000001,9.775342
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,2017-08-25 14:22:00,9.440576,9.442041,9.440698,9.441208,9.440948,9.442083,9.440594,9.441453,9.442102,9.440727,10.066551,9.441396000000001,9.441931,14.608466,10.007502,9.441355999999999,9.44123,9.439649000000001,10.551648,9.441152,9.943252,9.441558,9.441912,10.035496,9.44192,9.730503,9.442033,9.440827,9.441654,9.569663,12.998383,9.693392,9.441075,9.442084,9.441706,9.770517,10.2683115,10.432774,9.441591,9.441761999999999,9.441391,9.676036,9.829872,9.441932000000001,9.438981,9.441177,11.0715275,9.438939999999999,9.721742,9.441567,9.588919,9.441504,9.441202,9.436083,9.441679,9.54224,9.9714985,9.441055,9.623769,9.442186,10.530814,9.440775,9.4408655,10.64536,9.665149,14.9367695,9.7973995
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,2017-08-25 14:24:00,9.440464,9.441892999999999,9.4405775,9.441079,9.440829,9.441934,9.440481,9.4413185,9.441957,9.440611,10.092944,9.441267999999999,9.441785,14.75319,10.030913,9.441229,9.441105,9.43955,10.554437,9.441028,9.97263,9.441419999999999,9.441769,10.061647,9.441776,9.739124,9.441887,9.440713,9.441518,9.566042,13.245218,9.712135,9.440949,9.441932000000001,9.441566,9.777961,10.292308,10.440711,9.441452,9.441623,9.441259,9.680252000000001,9.848654,9.441784,9.4388895,9.441053,11.149704,9.438852,9.738198,9.441426,9.585938,9.441376,9.441072,9.436031,9.441542,9.541095,10.093463,9.44093,9.627123,9.442034,10.602884,9.4406595,9.440751,10.72187,9.666029,15.036954999999999,9.820794
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,2017-08-25 14:26:00,9.440352,9.441744,9.440455,9.44095,9.44071,9.441785000000001,9.440369,9.441186,9.4418125,9.440495,10.125212,9.441139,9.441641,14.861754999999999,10.053852,9.441103,9.44098,9.439449,10.556331,9.440903,10.001682,9.441282000000001,9.441626,10.086943,9.441633,9.748777,9.441742,9.4405985,9.441382,9.562503999999999,13.482170000000002,9.733135,9.4408245,9.441782,9.441427,9.786252000000001,10.314034,10.4475765,9.441314,9.4414835,9.441128,9.685363,9.868116,9.441639,9.438796,9.440928999999999,11.212659,9.438763,9.756341,9.441286999999999,9.583242,9.441248,9.440944,9.4359865,9.441404,9.539695,10.183651,9.440805000000001,9.631638,9.441882000000001,10.671566,9.440544000000001,9.440635,10.791981,9.667593,15.125207000000001,9.845214
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,2017-08-25 14:28:00,9.440305,9.44168,9.44043,9.440897,9.440655,9.441727,9.440328,9.441116000000001,9.441753,9.440444,10.163327,9.441088,9.44158,14.962968,10.076286,9.441038,9.440923,9.439438,10.557265,9.440856,10.030202,9.441226,9.441559,10.111305,9.441574,9.759553,9.441678,9.440547,9.441317,9.559127,13.700495000000002,9.756271,9.440767999999998,9.441714,9.441376,9.79547,10.333462,10.453776,9.441242,9.441429,9.441072,9.691460000000001,9.888165,9.441567,9.438815,9.440863,11.261123,9.438769,9.776096,9.441237,9.580949,9.441188,9.440904,9.436082,9.441336,9.538179,10.2510395,9.4407625,9.637456,9.44182,10.734714,9.440493,9.440582,10.852383,9.66998,15.205032999999998,9.870416
